That would probably do something, but nothing you need to do now.	那樣大概會有點反應，不過現在還用不著。
A tragedy is becoming!! The Assay Office is aflame! She is burning with a might most severe! The Pharmacy may be next alighted! Get dressed as soon as possible!	一場悲劇正在成形！！驗金所著火了！火勢猛烈異常！藥局可能是下一個遭殃的！請盡速更衣！
I am dressed. I don't own pajamas.	我已經穿好衣服了。我沒有睡衣。
Take mine! No, wait, there is not time to perform such an effort. Just hurry and scheme in such a way so as to extinguish the most threatening fire!	穿我的吧！不，等等，沒時間做這種事了。快去想辦法，把那最危急的火撲滅！
You can only take the stairs up or down. You can't take them anywhere else.	你只能沿著樓梯往上或往下走，沒辦法走到別的地方。
The stairs lead down to your back office.	樓梯往下通往你的後方辦公室。
Careful, that trunk is DANGEROUS! And you've got the scars to prove it.	小心，那個皮箱很危險！你身上的疤痕就是證明。
Your Dad unloaded his old vaudeville trunk on you. Not on purpose, though; he didn't know you were standing underneath when he unloaded it off the top of the stagecoach. Ever since then, you've had brief blackouts. But what the hey? Free trunk, right?	你老爸把他那口舊雜耍皮箱丟給了你。不是故意的啦，他從驛馬車頂上卸下箱子時，沒發現你正站在下面。從那之後，你就時不時會短暫昏迷。但管它的，反正箱子是白拿的，對吧？
You need to close the armoire first. What do you think this is, the Embassy Suites?	你得先把衣櫃關上。你以為這裡是什麼高級套房飯店嗎？
There is nothing more in your trunk.	你的皮箱裡沒有別的東西了。
Salvatore O'Hanahan, town barber/dentist/bootblack, is hard at work on his customer, Eb Sorbeen, Jr. Salvatore also happens to be the only Irish-Italian in town!	鎮上的理髮師兼牙醫兼擦鞋匠薩瓦多·歐哈納翰，正在替顧客小艾伯·索賓賣力服務。薩瓦多恰好也是鎮上唯一的愛爾蘭裔義大利人！
Salvatore O'Hanahan is taking a moment to sing a few bars from "The Barber of Seville."	薩瓦多·歐哈納翰正抽空哼唱幾句《塞維利亞的理髮師》。
How's business, Sal? Seems like you always have a customer these days.	生意怎麼樣，阿薩？這陣子好像總是有顧客上門。
Notta so good, Freddy. My earnings are up, butta ma profits are down!	不太好呦，佛萊迪。偶的營收是漲了，可是利潤卻掉了！
That's too bad, Sal. Do you have any ideas about how to increase business?	真可惜，阿薩。你有沒有什麼點子能拉抬生意？
Well, ah do have one idea. I've been thinkin' 'bout providin' dirty reading material for ma customers ta read whilst they wait.	呃，偶是有一個點子。偶一直在想，要不要弄點色色的讀物，讓顧客等待的時候可以看看。
But your customers are illiterate!	可是你的顧客都不識字啊！
Yup, an' they cain't read so good neither!	對啊，他們也看不懂字！
Howdy, Sal! How's things?	嘿，阿薩！最近怎麼樣？
I canna complain, Freddy! I'm-a gettin' plenty business.	沒啥好抱怨的，佛萊迪！偶生意好得很。
Did you notice that the Hotel's been shut down?	你注意到旅館被停業了嗎？
Yeah, I noticed that this-a morning! What's up with THAT? Who'sa-da genius who came up with THAT?	有啊，偶今早才注意到！這是搞什麼？是哪個天才想出這種主意的？
Well, if you hear anything about it, let me know, willya?	嗯，要是你聽到什麼消息，記得告訴我，好嗎？
Hey, you got it, Freddy! Anna same to you! You hear anything, you letta me know! I be right here, uppa to my arms in this guy's head!	嘿，沒問題，佛萊迪！你也一樣！你聽到什麼也要告訴偶！偶就在這兒，手都埋進這位客人的腦袋裡了！
Sal...	阿薩……
Gimme a break, Freddy! I gotta customers. Don't you gotta customers?	饒了偶吧，佛萊迪！偶還有顧客呢。你不也有顧客要顧？
Well, I suppose so.	呃，這倒也是。
Then do me a favor, hokay? You come-a back when you gotta news, hokay? I gotta make some headway onna this guy! Hey! I made a funny! "Gotta make some headway." Get it? Get it?	那就幫偶個忙，好嗎？有消息再回來找偶，好嗎？偶得在這位客人「頭」上有點進展了！嘿！偶說了個笑話！「頭上有進展」，聽懂了沒？聽懂了沒？
Got it.	懂了。
Good!	很好！
Sal, all hell has broken loose.	阿薩，外頭全亂套了。
What's-a da problem, Freddy, me lad?	出什麼問題了，佛萊迪，小老弟？
The Sheriff shut down Smithie. Then he shut me down, too. Some crap about being a fire hazard.	警長把鐵匠史密的店關了，接著也把我的藥局停業了。說什麼有火災風險的鬼話。
Say it ain't so, Freddy!	別說是真的，佛萊迪！
'Fraid so, Sal. And if that weren't bad enough, the whole town's bein' gassed by flatulent horses. Someone must've poisoned the horse's feed.	恐怕是真的，阿薩。而且還不只如此，整個鎮上都被馬屁薰得受不了。一定有人在馬飼料裡下了毒。
Tell-a me about it! I been stuffin' hair in the door jamb, tryin' to keep the stench out! You gotta do sumpin', Freddy!	可不是嘛！偶一直在門縫塞頭髮，想擋住那股臭味！你得想想辦法啊，佛萊迪！
But... but I'm just a pharmacist!	可是……可是我只是個藥劑師啊！
Yes, and the horses, they just have gas, right? So do sumpin' about it!	對啊，那些馬也只是脹氣而已，不是嗎？所以你就想個辦法解決啊！
OK! I'm thinking, I'm thinking!	好啦！我在想了，我在想了！
You can breathe easier now, Sal. I took care of that problem with the horses. Turns out somebody put lentils in the feed! Ever hear of anything so dastardly?	現在你可以鬆口氣了，阿薩。馬的問題我解決了。原來是有人在飼料裡摻了扁豆！你聽過這麼陰險的事嗎？
Atsa devious alright, Freddy! But now whatta ya gonna do about that-a stampede headin' for town?	這招真夠陰的，佛萊迪！但你現在要怎麼對付那群衝向鎮上的蝸牛暴走潮？
What am I gonna do about it? Why is it always ME?	我能怎麼辦？為什麼每次都是我？
Sure 'n yer the smart one, Freddy Pharkas... the one in control, the one we're all watchin' and countin' on. You're the protagonist here, the rest of us are just extras. Now go be a bonnie lad and STOP THAT STAMPEDE!	那是因為你是聰明的那一個，佛萊迪·法卡斯……你是掌控全局的人，是我們所有人在看、在指望的人。你才是這故事的主角，我們其他人不過是路人甲乙丙。現在去當個好孩子，把那波暴走潮擋下來！
Sal! Great news! I derailed the snail stampede. Those snails are history.	阿薩！好消息！我把蝸牛暴走潮攔下來了。那些蝸牛已經成為歷史了。
Atsa my boy! Your mama mus' be so proud.	這才是偶認識的小子！你老媽一定引以為傲。
Now if I can just figure out WHAT'S going on in town... and how to get an Indian off an anthill!	現在只要我能搞清楚鎮上到底發生了什麼事……還有要怎麼把一個印地安人從蟻丘上弄下來就好了！
Well, the former problem, she sounds like-a very tough problem. But the latter problem, she sounds pretty easy!	嗯，前面那個問題聽起來相當棘手。但後面那個問題，聽起來倒是挺簡單的！
Congratulate me, Sal. I've got an assistant now!	恭喜我吧，阿薩。我現在有助手了！
So I hear! Now mebbe you can do somethin' about the town's water supply, eh?	偶聽說了！那你現在能不能想想辦法解決一下鎮上的供水問題？
One thing at a time! I'm on the case, okay?	一件一件來！我正在處理，好嗎？
Sal, I'm heading out of town for a while.	阿薩，我要暫時離開鎮上一陣子。
But you were doing such a good job, m'lad! Fixin' the water supply, puttin' out the fire... we need ye, Freddy!	可是你做得那麼好啊，小老弟！修好供水、撲滅大火……我們需要你，佛萊迪！
I know, but now the Sheriff and the Banker are out to get me. It's not safe for me in town any more.	我知道，但現在警長和銀行家都盯上我了。鎮上對我來說已經不安全了。
You wan' me to talk to 'em for you? Maybe Salvatore throws his weight around a li'l, eh?	要不要偶幫你去跟他們談談？也許讓薩瓦多施點壓力，嗯？
No, no, no. It's not worth the trouble. I'll be back, Sal. And if I'm not... you take care.	不、不、不。不值得這麼麻煩。我會回來的，阿薩。要是我沒回來……你自己保重。
'Ay, you take care, too, you a nize boy.	嘿，你也保重啊，你這個好孩子。
Hey, I put a fire out last night and saved the town. Proud of me?	嘿，我昨晚撲滅了一場火，救了整個鎮。以我為榮嗎？
Of course I'm proud of you!	我當然以你為榮！
Hey, Sal!	嘿，阿薩！
'Ey, that's Salvatore to you, stranger. What can I do for ye?	嘿，對你來說是「薩瓦多」，陌生人。有什麼能為你效勞的？
Oh... that's right... um... I was here for a teeth cleanin'.	喔……對了……呃……我是來洗牙的。
Sorry, I gotta customer gettin' "The Works." That's gonna take all day.	抱歉，偶有個客人要做「全套服務」，得花上一整天。
Oh, no! He found an "All Day" sucker!	喔，不！他被纏上一整天了！
Don't go out on the street, now, Salvatore! There's a lot of shootin' and nastiness goin' on out there!	薩瓦多，先別上街！外頭正在槍林彈雨、烏煙瘴氣呢！
Thanks for the warnin', stranger! Much obliged!	謝謝你的提醒，陌生人！感激不盡！
(MUTTERING) |c1|'ey, hands off while I'm a-workin' onna this guy!|c|	（喃喃自語） |c1|嘿，偶在幫這位客人服務的時候，手別亂碰！|c|
